web-scraper-order,web-scraper-start-url,banner-image-src,product_name,price,ratings,ship_from,banners,has_video,product_image-src,is_ad,sold,shipping_speed
"1730178717-558","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Bluekoff ผงชาเขียวโฮจิฉะ ชาเขียวคั่วเข้มข้น 100% Hojicha Greentea Premium 100%","325","4.9","จังหวัดกรุงเทพมหานคร","โค้ดสิ้นเดือน","","https://down-th.img.susercontent.com/file/th-11134207-7r98z-lygd5e02udfl7b_tn.webp","","ขายแล้ว 2.5พัน ชิ้น","2-3 วัน"
"1730178717-559","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","ชาเขียวผสมข้าวคั่ว อิริ เกนไมฉะ Japanese Green Tea Matcha Iri Genmaicha 300 g.","270","4.9","จังหวัดสมุทรปราการ","","","https://down-th.img.susercontent.com/file/th-11134207-23020-fobjuy9klenv45_tn.webp","","ขายแล้ว 457 ชิ้น","2-3 วัน"
"1730178717-560","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-9ab90ead8a03c7b7454cafa8f866cd37","(แพ็คคู่) ชาเขียว อูจิ มัทฉะ กรีนที เบส Bontea Uji Matcha Green Tea Base  (100 กรัม) 2 ถุงฟอยล์","551","4.9","จังหวัดสมุทรปราการ","ช้อปปี้ถูกชัวร์","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98q-lvycreakk8gf57_tn.webp","","ขายแล้ว 817 ชิ้น","2-3 วัน"
"1730178717-561","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Bluekoff ผงชาเขียวปั่น เกรดพรีเมี่ยม Matcha Greentea Frappe สูตร2 (1 ถุง บรรจุ 500 กรัม)","325","4.9","จังหวัดกรุงเทพมหานคร","โค้ดสิ้นเดือน","","https://down-th.img.susercontent.com/file/455803e0d3ecfacff182d9f869a27b13_tn.webp","","ขายแล้ว 2พัน ชิ้น","2-3 วัน"
"1730178717-562","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","🔥ส่งฟรี🔥 ชาเขียวมัทฉะ ตรามือ (มีให้เลือก2สูตร)ชาเขียว ชาตรามือ","129","4.8","จังหวัดราชบุรี","โค้ดลด ฿5ซื้อ 2 ชิ้น ลด ฿3","","https://down-th.img.susercontent.com/file/th-11134207-7r991-lpd79pwrrotl55_tn.webp","","ขายแล้ว 433 ชิ้น","2-3 วัน"
"1730178717-563","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Aroma ชาเขียว มัทฉะ Kyoto Matcha Green Tea base เกียวโตมัทฉะ (100 กรัม/1ซอง)","540","4.9","จังหวัดสมุทรปราการ","โค้ดลด ฿50","","https://down-th.img.susercontent.com/file/sg-11134201-22090-wxdgkzcjy2hv44_tn.webp","","ขายแล้ว 441 ชิ้น","2-3 วัน"
"1730178717-564","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ผงชาเขียวมัทฉะ นำเข้าแท้ 100% สินค้าพร้อมส่ง ขนาด 500g","395","4.9","จังหวัดเชียงราย","ซื้อ 3 ชิ้น ลด 5%","","https://down-th.img.susercontent.com/file/b6d5e010a238e645da07425e0be1978a_tn.webp","","ขายแล้ว 2.5พัน ชิ้น","3-4 วัน"
"1730178717-565","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","Tenju(เท็นจู) อูจิมัทฉะ ชาเขียวมัทฉะ นำเข้าจากประเทศญี่ปุ่น ปริมาณ 100 กรัม","155","5.0","จังหวัดสงขลา","","","https://down-th.img.susercontent.com/file/th-11134207-7r990-lufxn6bcy4a6c4_tn.webp","","ขายแล้ว 18 ชิ้น","2-4 วัน"
"1730178717-566","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","Marukyu-koyamaen Matcha ceremonial grade | มัทฉะเกรดพิธี","2,680","5.0","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด ฿50","","https://down-th.img.susercontent.com/file/th-11134207-7qul7-lk4soredxycmf9_tn.webp","","ขายแล้ว 67 ชิ้น","2-3 วัน"
"1730178717-567","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-591e473f8603ca27bedbcba245a72ab4","มัทฉะ ตราติ่งฟง ขนาด 200 กรัม (Matcha Powder) ผงมัทฉะญี่ปุ่น สำหรับเบเกอรี่และเครื่องดื่ม ผงมัทฉะ ติ่งฟง ชาเขียวมัทฉะ","100","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์","","https://down-th.img.susercontent.com/file/cc17e9146be009d022895bb67b7375ea_tn.webp","","ขายแล้ว 3.8พัน ชิ้น","1-2 วัน"
"1730178717-568","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","Itoen Genmaicha  Premium Green Tea (Uji Matcha) ถุงปิรามิด ชาเขียวญี่ปุ่นแท้ 100% ชาข้าวคั่ว ชงน้ำร้อนพร้อมดื่ม อูจิชา","365","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/6427b465af97ae1e57e83ebadc062402_tn.webp","","ขายแล้ว 877 ชิ้น","2-3 วัน"
"1730178717-569","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98s-lxumyt92vutrf8","ชาเขียวมัทฉะ แท้100% ออแกนิค Matcha Green Tea Organic100% ผงชาเขียว มัทฉะคีโต IFทานได้ /ขนาด 180กรัม","283","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ป้ายยา","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98v-lxr9lfqotlm84d_tn.webp","","ขายแล้ว 1.1พัน ชิ้น","วันพรุ่งนี้"
"1730178717-570","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-591e473f8603ca27bedbcba245a72ab4","ชาเขียวมัทฉะ ตรามังกรบิน 100 กรัม มัทฉะ ชนิดผงปรุงสำเร็จ Instant Matcha Green Tea Powder Mungkornbin Brand 100 G.","108","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์","","https://down-th.img.susercontent.com/file/afb76dc3b4192d012f96721922ec5c41_tn.webp","","ขายแล้ว 3.7พัน ชิ้น","1-2 วัน"
"1730178717-571","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Yame Matcha Majesty 40g แบบกระปุก : single cultivar Okumidori มัทฉะจากเมืองยาเมะ ฟูกุโอกะ","630","4.7","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r991-lv9zxwkax82l8c_tn.webp","","ขายแล้ว 14 ชิ้น","2-3 วัน"
"1730178717-572","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","มีใจให้มัทฉะ Finest Matcha (5.0/5.0) ผงมัทฉะ เกรดสูงพิเศษ (Yamayuri) ชงเครื่องดื่มได้ทุกชนิด ขนาด 40 g. / 100 g","880","5.0","จังหวัดเชียงใหม่","","","https://down-th.img.susercontent.com/file/4c23fd2865e312ea17645dfce6b0cbe4_tn.webp","","ขายแล้ว 611 ชิ้น","2-4 วัน"
"1730178717-573","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","FFFs ผงมัทฉะแท้ 100% | AKI (あき) - Uji Matcha (Kyoto, Japan) | Premium grade | Japanese Matcha Powder","350","5.0","จังหวัดอุทัยธานี","","","https://down-th.img.susercontent.com/file/th-11134207-7r98u-lzlrwm1thwvddb_tn.webp","","ขายแล้ว 2 ชิ้น","1-2 วัน"
"1730178717-574","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","",""" Ujihikari "" Single Cultivar - RYN Ceremonial Grade Matcha 30G/50G/100 G","750","4.9","จังหวัดภูเก็ต","","","https://down-th.img.susercontent.com/file/sg-11134201-23010-s4bkpij04xlv23_tn.webp","","ขายแล้ว 198 ชิ้น","2-4 วัน"
"1730178717-575","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","มารุเซ็น ชาเขียวชงเย็น MARUZEN Green Tea Bag (ชาชงเย็น)","280","4.9","จังหวัดเชียงราย","โค้ดลด ฿25รับสินค้าฟรี","","https://down-th.img.susercontent.com/file/748e7247d777c524f6cc6ee5400c0269_tn.webp","","ขายแล้ว 2พัน ชิ้น","3-4 วัน"
"1730178717-576","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","มารุเซ็น ชาเขียวมัทฉะ ออร์แกนิค 100% ขนาด 250 กรัม Maruzen Matcha Orgainic","575","4.9","จังหวัดเชียงราย","โค้ดลด ฿35รับสินค้าฟรี","","https://down-th.img.susercontent.com/file/ca27d6ba05e65242d6d177dfc716b996_tn.webp","","ขายแล้ว 68 ชิ้น","3-4 วัน"
"1730178717-577","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","[โปร 11.11 วันเดียวเท่านั้น] ITOEN ชาเขียว ผง 80 กรัม ชาเขียวญี่ปุ่น Itoen Instant Green Tea with Matcha","275","4.8","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98s-lnwesnox0lyo6e_tn.webp","","ขายแล้ว 219 ชิ้น","2-3 วัน"
"1730178717-578","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","ชาเขียว ผง ฉุยฟง มัทฉะแท้ Matcha Greea Tea Powder Choui Fong 1 kg.","1,344","5.0","จังหวัดสมุทรปราการ","","","https://down-th.img.susercontent.com/file/43566f75e341854bdb81625164225f8a_tn.webp","","ขายแล้ว 35 ชิ้น","2-3 วัน"
"1730178717-579","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Uji Matcha High Firing 100g : มัทฉะจากเมืองอูจิ","900","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7qul6-ljsgfsylizhic3_tn.webp","","ขายแล้ว 62 ชิ้น",""
"1730178717-580","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","คาวามิ อูจิมัทฉะ ชนิดผง 100% ขนาด 100 กรัม UJI MATCHA KAWAMI","224","5.0","จังหวัดกรุงเทพมหานคร","","badge-video","https://down-th.img.susercontent.com/file/sg-11134201-7rbkr-lpt292rtv1i8b0_tn.webp","","ขายแล้ว 24 ชิ้น","วันนี้"
"1730178717-581","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Hakuju ผงมัทฉะจากชาขาว เกรดพิธี จาก Hoshino Seichaen | Yame Matcha Ceramonial ขนาด 20g","850","5.0","จังหวัดนนทบุรี","","","https://down-th.img.susercontent.com/file/th-11134207-7r98z-lz757jivqqv525_tn.webp","","ขายแล้ว 12 ชิ้น","1-2 วัน"
"1730178717-582","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","คินชาเขียวมัทฉะผง 100% แพ้ก 2 ถุง KiN Pure Matcha Powder (ขนาดบรรจุถุงละ90กรัม)","390","3.0","จังหวัดสมุทรปราการ","","","https://down-th.img.susercontent.com/file/th-11134207-7rasd-m0msr2ggyuuy0f_tn.webp","","ขายแล้ว 3 ชิ้น","2-3 วัน"
"1730178717-583","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","[พร้อมส่ง]Itoen Matcha Green Tea with Roasted Rice 20P  อิโตเอ็น ชาเขียวมัจฉะพรีเมี่ยมพร้อมข้าวคั่ว 20 ซอง","169","5.0","จังหวัดสงขลา","","","https://down-th.img.susercontent.com/file/th-11134207-7r98u-lq33cgpow5wkc2_tn.webp","","ขายแล้ว 75 ชิ้น","2-3 วัน"
"1730178717-584","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","♥️🔥มัทฉะ{ขนานาด500กรัม} Organicผงมัทฉะ คุณภาพชั้นหนึ่ง มัทฉะแท้ 100% ผงมัทฉะ Organic Matcha 一流の品質 (K39-500g)","275","4.8","จังหวัดกรุงเทพมหานคร","ขายส่ง","","https://down-th.img.susercontent.com/file/th-11134207-7qul6-lhhj9dm6nz839e_tn.webp","","ขายแล้ว 74 ชิ้น","2-3 วัน"
"1730178717-585","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชาเขียวมัทฉะแท้100% ออแกนิค Pure Matcha Green Tea Organic ดื่มทุกวัน เร่งเผาผลาญ /ขนาดบรรจุ 180กรัม","283","4.9","จังหวัดกรุงเทพมหานคร","","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98x-lxr9lfqp0mgge1_tn.webp","","ขายแล้ว 297 ชิ้น","1-3 วัน"
"1730178717-586","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","Matcha Naka No Shiro (แนะนำต้องลอง) 100กรัม เกรดพิธี จากร้านแดง3จุด (สินค้าพร้อมส่ง)","1,290","5.0","จังหวัดนครสวรรค์","โค้ดลด ฿50","","https://down-th.img.susercontent.com/file/th-11134207-7r98p-lyvuxop9ubah71_tn.webp","","ขายแล้ว 17 ชิ้น","2-3 วัน"
"1730178717-587","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","Ratika | Matcha Green tea ผงชาเขียวมัทฉะแท้เข้มข้น 100%","330","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษขายส่ง","","https://down-th.img.susercontent.com/file/ef5574027425f5c8095f7b9b33f988b5_tn.webp","","ขายแล้ว 921 ชิ้น","1-2 วัน"
"1730178717-588","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","มีของแถม ❤️ My matcha ชาเขียวมัทฉะ  รสดั้งเดิม ❤️ อ่านก่อนสั่งนะคะ ☺️","170","4.8","จังหวัดกระบี่","ขายส่ง","","https://down-th.img.susercontent.com/file/16682aadeca6a8bf52c67ecfd4f655d5_tn.webp","","ขายแล้ว 5.5พัน ชิ้น","2-4 วัน"
"1730178717-589","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","มัทฉะแบรนด์ Hekisuien เกรดพิธีชงชา ceremonial grade matcha Tsujiri","569","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98u-lydaxcwn72wx12_tn.webp","","ขายแล้ว 75 ชิ้น","1-3 วัน"
"1730178717-590","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","M1.Teasana มัทฉะ สายพันธุ์เดี่ยว เกรดพิธีชงชา single cultivar matcha samidori okumidori gokou ujihikari asahi","399","4.9","จังหวัดกรุงเทพมหานคร","","badge-video","https://down-th.img.susercontent.com/file/th-11134207-23020-bh4g13921hnv53_tn.webp","","ขายแล้ว 274 ชิ้น","1-3 วัน"
"1730178717-591","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชาเขียวญี่ปุ่น ประสมมัจฉะและ ข้าวคั่ว ญี่ปุ่น ITOEN MATCHA GREEN TEA WITH ROASTED RICE PREMIUM 20 Tea Bags*2 กล่อง","320","5.0","จังหวัดหนองคาย","","","https://down-th.img.susercontent.com/file/th-11134207-7r98y-lthzjn2hxhs854_tn.webp","","ขายแล้ว 4 ชิ้น","5 วัน"
"1730178717-592","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","ชาเขียวมัทฉะ แท้ 1oo% ออแกนิค เกรดพีธีชงชา นำเข้าจากเกาหลี จากผู้ผลิตที่ดำเนินงานอย่างต่อเนื่อง 70 ปี อย่างแท้","179","5.0","จังหวัดปทุมธานี","","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98q-lynszpqfc32984_tn.webp","","ขายแล้ว 16 ชิ้น","วันพรุ่งนี้"
"1730178717-593","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasa-m1i3ri34kmzt56","🌱MATCHAZUKI ผงชาเขียวมัทฉะพรีเมี่ยมจากญี่ปุ่น Matcha เกรด MEDIUM 1 kg (メディウム)","5,311","5.0","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/47f6c0e180417e452f0a3bd4a6005ad6_tn.webp","","ขายแล้ว 479 ชิ้น","2-3 วัน"
"1730178717-594","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","เท็นจู ผงมัทฉะชาเขียว ชาเขียวแท้ TENJU Matcha Greentea Powder ยี่ห้อ Tenju ขนาด 80-100g","112","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98v-ln5jm2nwygcpf8_tn.webp","","ขายแล้ว 216 ชิ้น","2-3 วัน"
"1730178717-595","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","มารุเซ็น ชาเขียวใบ ชาเขียวต้นตำรับ Maruzen Original Sencha","200","4.9","จังหวัดเชียงราย","รับสินค้าฟรี","","https://down-th.img.susercontent.com/file/b50f742e618f0db39c3bc6f430cd25aa_tn.webp","","ขายแล้ว 385 ชิ้น","3-4 วัน"
"1730178717-596","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=7&sortBy=relevancy","","ผงชาเขียวมัทฉะ ลาเต้ญี่ปุ่น คาวามิ 250g","159","","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7rasd-m0v7r99rp7fcba_tn.webp","","","2-3 วัน"
